event_description,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_setting,landslide_category,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_population,rain,earthquake,downpour,snow,other,small_scale,medium_scale,large_scale,home_destroyed,mudslide,landslide
"On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespread, composite flows in the over saturated slope forming materials caused 182 deaths including that of 3 foreign tourists, damaged 607 houses, breached all major communication networks to Leh town besides inflicting an unaccountable loss of livestock and agriculture fields. The disaster caused severe damage to the settlements in parts of Leh town, Sabu village, Choklamsar, Leh airport area, Nimu, Ney and Bazgo area around the town. Widespread occurrence of varied, unconsolidated Quaternary drift deposits perched over gentle to fairly steep slopes are susceptible to mass movement under conditions of heavy saturation.   Unprecedented rainfall of the order of 240 mm within 24 hours on account of cloud bursts in the Leh region during 4-6 Aug","villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",50km,downpour,very_large,unknown,landslide,234.0,0.0,nan,nan,nan,glc,2206.0,India,IN,37475.0,1,0,1,0,0,0,0,1,0,0,1
"HORROR: A foot in a shoe is all that remained above ground after a worker was buried alive with four others on Thursday in Imenti South when a quarry wall caved in as they mined stones. Four people died and one is recuperating in hospital. Photo/Muthomi Mwenda HORROR: A foot in a shoe is all that remained above ground after a worker was buried alive with four others on Thursday in Imenti South when a quarry wall caved in as they mined stones. Four people died and one is recuperating in hospital. Photo/Muthomi Mwenda FACEBOOK TWITTER GOOGLE+ WHATSAPP EMAIL  Four people died and one was seriously injured on Thursday in Meru when a quarry cliff caved in while they were excavating stones.  Survivor Kenneth Gitonga is admitted at Kanyakine Subdistrict Hospital and is in stable condition, area OCPD John Cheruiyot said yesterday.  He said three bodies were recovered on Thursday night at the quarry in Kithurine, Imenti South, but one was left trapped overnight because a downpour made it diffic",Meru,5km,mining,unknown,mine,unknown,4.0,1.0,nan,nan,nan,glc,8562.0,Kenya,KE,47226.0,0,0,0,0,0,0,0,0,0,0,0
a mudslide triggered by torrential rains knocked down a wall and crushed a house,Port-au-Prince,25km,rain,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,506.0,Haiti,HT,1234742.0,1,0,0,0,0,0,1,0,0,1,0
Heavy rain has battered the province over the past three days. A landslide also killed two residents and injured three children on Tuesday in Huaiji County in the city of Zhaoqing.,"Huaiji County in the city of Zhaoqing, Guangdong Province",unknown,continuous_rain,medium,unknown,landslide,2.0,3.0,nan,nan,nan,glc,6035.0,China,CN,89294.0,1,0,0,0,0,0,1,0,0,0,1
"Darshana Devi, 38, died after she was hit by landslides in Parmandal area.","Parmandal, Jammu",10km,continuous_rain,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,9474.0,India,IN,26893.0,1,0,0,0,0,0,1,0,0,0,1
"Three members of a family were killed in Rukum district in the mid-western mountains when their house was buried by a landslide triggered by heavy rainfall, according to Avenues television.  Ten members of a separate family went missing overnight when the house they slept in was buried by a mudslide, also in Rukum district.  Police told local media that a search was on for the missing but there was little hope of finding them alive.  In a separate incident, three members of a family were killed in Nuwakot district in central Nepal when their house was buried in landslide triggered by incessant rainfall.  Hundreds of people die each year and thousands are displaced in landslides and floods caused by monsoon rains in the Himalayan nation. ~~~~~~~~KATHMANDU, July 18 -- Garbage collection in Kathmandu Valley has been halted for the past three days after landslide that occurred at four different places near the Sisdol-Aletar dumping site in Nuwakot district affected garbage disposal.  ""Veh",Nuwakot district in Central Nepal,unknown,downpour,medium,unknown,landslide,3.0,0.0,nan,nan,nan,glc,3779.0,Nepal,NP,21867.0,1,0,1,0,0,0,1,0,0,0,1
"At least 10 people among them three children have been killed after landslides hit Elgeyo Marakwet County following heavy rains. he landslides occurred in Kocholwo, Simit, Kapsokom, Kaptarkom and Toroplongon areas of the county that have been prone to the earth movements.","Kapsokom, Elgeyo Marakwet",unknown,rain,large,unknown,landslide,2.0,0.0,nan,nan,nan,glc,4693.0,Kenya,KE,24661.0,1,0,0,0,0,0,0,1,0,0,1
"A total of 11 mudslides were reported across Kyushu yesterday while five roads were destroyed due to the rain, As much as 200 millimeters (eight inches) of rain drenched parts of Kyushu",Oita prefecture on Kyushu island,50km,rain,medium,unknown,mudslide,1.0,0.0,nan,nan,nan,glc,583.0,Japan,JP,125065.0,1,0,0,0,0,0,1,0,0,1,0
"Authorities in the northern Colombian department of Santander ordered the evacuation of 15,000 residents Thursday after mudslides killed at least three.  The decision was made amid fears that a double mudslide that hit the village of California in the afternoon could cause more destruction downstream.  The 15,000 people who were ordered to evacuate live south of California in the Sutara valley all the way to the northeastern slums of the department capital Bucaramanga.  According to locals, it has been raining in the region around Bucaramanga for three consecutive days.","California village, Sutara valley, NE of Bucaramanga, Santander department",5km,downpour,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,3170.0,Colombia,CO,1669.0,1,0,1,0,0,0,1,0,0,1,0
"week-long slide triggered by rains, unsure of start point, slow slide","Kennon Road in Camp 6, Tuba",25km,continuous_rain,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,321.0,Philippines,PH,2653.0,1,0,0,0,0,0,1,0,0,0,1
"On Monday, at least three people were killed after Seniang slammed into Mindanao provinces, triggering floods and landslides.",Mindanao,unknown,tropical_cyclone,medium,unknown,landslide,3.0,0.0,Seniang,nan,nan,glc,6613.0,Philippines,PH,4781.0,0,0,0,0,1,0,1,0,0,0,1
"Four people were injured when a mudslide forced cars to veer off United States Highway 395 in California south of Olancha near Dunmovin late last night. Cars swerved off the road trying to avoid the raging waters washing across the road that ultimately sent the driver and three passengers of one of the vehicles to the hospital. Six vehicles were caught up in the mudslide, four in the southbound lane and two in the northbound lane. Original reports stated aid was called for three people; however, California Highway Patrol has updated the information to include all four people in a grey Toyota were transported to the hospital with non-serious injuries. The minor injuries included scrapes, bruises and knee pain. Florene Trainor of Caltrans stated there was a storm lasting around 30 minutes last night that caused the slide. The rains were possibly the proverbial Òlast strawÓ in an area already weakened by prior fires and slides from the California Aqueduct incident in 2010.","U.S. Highway 395 South Of Olancha Near Dunmovin, Ca",1km,downpour,medium,unknown,mudslide,0.0,4.0,nan,nan,nan,glc,5170.0,United States,US,1099.0,1,0,1,0,0,0,1,0,0,1,0
"A man and his three children were killed when a mudslide crushed their house in St Mary's Hills early on Friday. His wife had a narrow escape. The place is around 3 km from Kurseong town.  The Hills had been receiving incessant overnight rain. Apart from St Mary's Hills, a landslide swept a pick-up truck into the gorge near Dhobi Khola. In Kalimpong, NH-31A, which leads to Sikkim, remained cut off for five hours after a landslide at 27th Mile and Sethi Khola. The Border Roads Organization (BRO) later managed to resume normal vehicular services.  At St Mary's Hills, further rain hampered rescue operations. After four hours, the fire brigade and the local police managed to recover the bodies of Nashim Akhtar and his children from under the rubble. Akhtar (35), a smalltime hawker, hailed from Motihari in Bihar. He had been living in Kurseong with his family for quite some time. His 10-year-old son Md Faisal and daughters Musurut Banu (3) and three-month-old Nusurut Banu died with him. Akh","St Mary's Hill, 3 km from Kurseong, West Bengal",5km,downpour,large,unknown,mudslide,4.0,0.0,nan,nan,nan,glc,3621.0,India,IN,46427.0,1,0,1,0,0,0,0,1,0,1,0
"The landslide hit the Marchant municipality, located 30 kilometers north of several ski centers, claiming the life of Luis Zurita Martel, 52, a security guard at the Anglo Minerals plant. Eight others were wounded at the plant when a boulder that was picked up by the landslide struck their dorm at as they slept.","Marchant municipality, located 30 kilometers north of several ski centers at the Anglo Minerals plant",5km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,1145.0,Chile,CL,150396.0,1,0,1,0,0,0,1,0,0,0,1
"Two persons of a single family died and two others were critically injured after a landslide buried a house in khamlalung VDC-6 of Terhathum district in the wee hours of Thursday.  According to the Eastern Regional Police Office, Biratnagar, the deceased have been identified as Lokendra Kurungwang (48) and his son Sangam Kurungwang (8).  Police said that they died on the spot.  The injured have been identified as Kurungwang’s wife Reshma (46) and daughter Sandhya (16).  They are receiving treatment at a local hospital, police informed.","Khamlalung 57500, Nepal",5km,rain,medium,unknown,landslide,2.0,2.0,nan,nan,nan,glc,8677.0,Nepal,NP,22084.0,1,0,0,0,0,0,1,0,0,0,1
"More than 170 millimeters (6.7 inches) of rain flooded roads and inundated houses in Seoul and Gyeonggi yesterday, killing a driver buried in a sudden landslide and washing away a Korean tourist, who remains missing.   The Korea Meteorological Administration forecast that the heavy monsoon rain will continue through today and Seoul will receive 200 millimeters of additional downpour. Some regions will have thunderstorms.   According to police, at around 1 p.m., about 1,500 tons of earth fell from Mount Choan in Nowon District, northern Seoul, and buried three cars driving on a road. One of the car’s drivers, a man surnamed Yu, 46, was killed in his Hyundai Grandeur sedan. The two other drivers and one passenger were injured.   About 230 rescue workers struggled to extricate the people from three meters of earth and rubble, police said. The landslide covered 20 meters (65 feet) of road.   “My son, who was sitting in the passenger seat beside me, saw the earth being washed towards us and","Gyeongii, South Korea",50km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,3676.0,South Korea,KR,83367.0,1,0,1,0,0,0,1,0,0,0,1
"The death of five people in Nariño department raised to nine the death toll from landslides associated with heavy rains affecting Colombia.  Five family members died and another got injured when a landslide buried a house last night, located in the town of Tambo in the north.  Authorities of that province reported that several houses in that area and public institutions are at risk by the presence of a geological fault, reported Caracol Radio. ","San Antonio(?) de Chuza, El Tambo, Narino",5km,downpour,medium,unknown,mudslide,5.0,0.0,nan,nan,nan,glc,3353.0,Colombia,CO,7279.0,1,0,1,0,0,0,1,0,0,1,0
"displaced 656 people, destroyed houses, blocked streets in the capital",Guatemala City,10km,rain,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,277.0,Guatemala,GT,994938.0,1,0,0,0,0,0,1,0,0,1,0
Four persons were killed after a landslide hit the under-construction Joshimath-Mallari road in the state’s Chamoli district on Tuesday. The Border Road Organization (BRO) has undertaken the road construction work.,Joshimath-Mallari road,25km,construction,medium,above_road,landslide,4.0,0.0,nan,nan,nan,glc,6928.0,India,IN,13865.0,0,0,0,0,1,0,1,0,0,0,1
"At least three people were killed following a landslide near Shiv temple situated in a cave in Anjanpur village of Madhya Pradesh's Chhindwara District on Monday.  The people were worshipping in the temple on the occasion of Mahashivratri when they were trapped inside the cave after the landslide. As per t reports, four to five people were believed to be trapped inside the cave. The rescue operations are currently underway.",Chhindwara,100km,unknown,medium,natural_slope,landslide,3.0,0.0,nan,http://static.dnaindia.com/sites/default/files/styles/half/public/2016/03/07/434579-shiv-temple-ani.jpg?itok=JOjuchlH,nan,glc,9351.0,India,IN,134847.0,0,0,0,0,0,0,1,0,0,0,1
